,0
cat_total_BR_2015,499919.0
cat_total_ES_2015,12156.0
vbp_total_BR_milhoes,10226869.0
vbp_total_ES_milhoes,198274.43
a_agg_ES,0.061308964549790915
a_agg_BR,0.0488809429357118
diferenca_total,0.012428021614079111
efeito_composicao,-0.0019867247136634127
efeito_intensidade,0.035313338527696025
efeito_interacao,-0.020898592199953485
f_agg_ES,0.12100130938101487
f_agg_BR_counterf,0.08128826360178835
