,0191,0192,0280,0580,0680,0791,1000,1300,1600,1700,1900,2000,2300,2400,2500,2900,3500,4180,4500,4900,5280,5500,5800,6480,6800,6900,7800,8400,8591,8592,8691,8692,9080,9480,9700
0191,1.01150363171,0.00914415823704,0.00670603224325,0.000798155299499,0.001055536516,0.000788581676991,0.0687249384016,0.00449462983567,0.0017554017765,0.00166657081783,0.447359680355,0.00185269758013,0.000923055223522,0.00158142307864,0.000497938712844,0.000496598591018,0.000264473078933,0.000582579934809,0.00226941620748,0.00170896052735,0.000674304216153,0.0177754633851,0.00080965568176,0.000637546613385,0.000112356924658,0.000844247160675,0.000918746443788,0.000929425921689,0.00241318963373,0.000998010989591,0.00304456480244,0.00175595723858,0.000508605887597,0.00654164759953,0.0
0192,0.0050267730079571,1.1303251861319308,0.0106890161957199,0.0013111768642965,0.0010712095654131,0.0007902309022757,0.2096023062608342,0.0060599333816254,0.0006858440484295,0.001849823472039,0.0135575396275159,0.0026828830968588,0.0013247267498818,0.0020560306067785,0.0005330671897417,0.0004078558941818,0.0003253330330902,0.0007133184873177,0.0013528358299138,0.0014460007303086,0.0009316038013983,0.0420513852842554,0.0009849665735313,0.0013627708958827,0.0001534102852005,0.0011663182504249,0.001236189010524,0.0019208513403206,0.005163733803721,0.0023757338757233,0.0069237697639706,0.0038965347019183,0.0010516162142685,0.0131495425108841,0.0
0280,0.0015925368109918,0.0011581424744804,1.1022799760632842,0.0003285532077889,0.0004055420973776,0.000445108461422,0.007100150780093,0.000711356226626,0.0079048116730272,0.0145151893830089,0.0010405319378733,0.0034636724719889,0.0013833861734944,0.0064758177957999,0.0007802756427996,0.0004932777293493,8.9972417868e-05,0.0006373942093765,0.0003122397840483,0.0003506402321593,0.00042609244935,0.0053074930110743,0.0003842237217011,0.0002562429592407,9.145509173e-05,0.0006082988640827,0.0004268108140589,0.0003363033062867,0.001229490102286,0.000507984377557,0.0012273193578958,0.0006191155099149,0.0001960163990239,0.0015644663445585,0.0
0580,0.0008801937266684,0.0006285519685985,0.0003854995762923,1.0230076088055031,0.0062634823484524,0.0011109302470833,0.0007489644064941,0.0001433269758797,0.0015129491530062,0.0004359586397343,0.0010983414801174,0.0122098228871403,0.0428455249040689,0.0610121610416373,0.0050364110887602,0.0033750166501698,0.00201466895496,0.0077707888224011,0.000347872928364,0.000231770110758,0.0005692334382269,0.000246326448302,0.0005315510228367,0.0001120849019256,0.0016291222243358,0.0003462089384804,0.0002540088318491,0.0001275043819714,0.0001468132490538,0.0002057134480645,0.0002862542704305,0.0001489714694281,0.0001084011145492,0.000282744149735,0.0
0680,0.000600439075573,0.0002568629688514,0.0001729284212367,0.000226234346797,1.0484592527989576,0.002381374632611,0.0005611455668704,0.0002039023631589,0.0003031938326635,0.0021360731049087,0.0007366254177102,0.0039869866974171,0.0028753118351188,0.0026476017161135,0.0008001379652884,0.0002811521722678,0.0064406524718043,0.0003422793769544,0.0002897827146599,0.0001422448072128,0.0003456609367971,0.0001252730768625,0.0001241731820467,9.47240477216e-05,7.8015381506e-05,0.0002696390703042,0.0002859307461384,0.0001083310601844,0.0001295700422998,0.0002695996341947,0.0001914956677806,0.0001558092596123,8.49808896242e-05,0.0002173502282041,0.0
0791,4.72470843981e-05,2.82157524335e-05,3.97216968984e-05,0.0010592681221542,0.0019845425251195,1.0285715792553047,8.23774476951e-05,4.30718239493e-05,0.0011225053365873,0.000140055550653,3.57463807221e-05,0.0003328056430581,0.0016018832668428,0.0967510942476583,0.0072712731191076,0.0040725343462629,0.0002016114218828,0.0017223995740425,0.0001807810778253,0.0001421621726956,0.0001312278706431,3.57969975698e-05,0.0001654694700757,2.94691203365e-05,5.32677124768e-05,0.0003042025507554,5.86340494371e-05,3.26552402228e-05,3.14186857415e-05,2.87810808819e-05,0.0001027541077148,3.79787663431e-05,3.63328371292e-05,6.15980361436e-05,0.0
1000,0.0077951811863189,0.0706815755458959,0.047570308992605,0.0039840768291538,0.0030094512996547,0.0027417215007667,1.1742263894702067,0.0328127206298114,0.0016871177911288,0.0074013346327944,0.0402088027543956,0.011920615370973,0.0016746288701582,0.0025360414524345,0.0016313627324886,0.0011427914068618,0.0008804668365546,0.0017201446458564,0.0048786613029158,0.0049697271414292,0.0034107534574171,0.123362113020006,0.0033612232661675,0.0043168301903428,0.0004389406430553,0.0037455917167097,0.0036589117889697,0.0068841980442892,0.0214612863095572,0.0088465234837226,0.0270874838172074,0.0137786480692635,0.0048084328917326,0.0438262283371079,0.0
1300,0.0006957407576497,4.10507094888e-05,9.31613392873e-05,0.002221249752662,0.0004522959099961,0.0001897125275868,0.0001225570763259,1.0312576846759052,0.0016029390427862,0.0002234101583927,0.0003351587647018,0.0003260838461639,0.0002006897494826,0.000238599030409,0.0001117088056858,0.0004004033700131,0.0001055405958807,0.0001513222049259,0.0001159196892397,0.000621046514827,0.0004324925635549,0.0001610204376147,0.0001891411622401,0.0001439095513538,3.63373264722e-05,0.0002404398017151,0.0005468497774373,5.42576608792e-05,0.000189369736134,6.15598965213e-05,8.83255015133e-05,4.52825986524e-05,0.0006880080195017,0.001325620625728,0.0
1600,0.0005780153712978,0.0002447180508436,0.000359414716893,0.0008298949353959,0.0012625055464212,0.0025620523284308,0.0010039457702764,0.002547584847736,1.0677577267437524,0.0034234857333013,0.000452605524797,0.0009032125047196,0.0012898227518662,0.0014791064917097,0.0014970619713128,0.0070837666755952,0.0007648011860605,0.0038293989182689,0.0025815262726338,0.0015928255699829,0.0045452632298625,0.000326267348797,0.0093489613654236,0.0017578733066687,0.0021260319564083,0.005592427682527,0.0034773517610505,0.0005764465079259,0.0009421152335166,0.0006838364839338,0.0013830945303985,0.0026575182787249,0.0085764448020228,0.0028410241456096,0.0
1700,0.0055586482367614,0.0082380179172944,0.0031624283877069,0.0047390823505859,0.0083287555394623,0.0223384629998395,0.0192202452143525,0.0239564117305649,0.0520481274428106,1.1961161957759558,0.0044424359586047,0.0356473566874126,0.0603796288996389,0.0084558017413975,0.0181809402589929,0.0095955595216869,0.0022532327164957,0.008478363582795,0.0083093590135812,0.0134046084229995,0.0233210984336216,0.0072195484755484,0.0151370688242522,0.0069774641996399,0.0039817227582928,0.0335805606681566,0.0201662009846803,0.0019761741359559,0.0055190007316247,0.0077236805365341,0.0039371882225667,0.0056277769106497,0.005187806666718,0.0120058065573943,0.0
